date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月04日,"
      全鸿花园仅需180万 地铁口物业五小学位 舒适四房 带装修  ",195,4室2厅1卫,120平方米,2005年,南,普通住宅,高层(共7层),简单装修
发布时间：2018年12月14日,"
      南向三房 新出华阳本部房 价格笋到爆不笋不发，已查册  ",420,3室2厅1卫,80平方米,1993年,东,普通住宅,低层(共9层),精装修
发布时间：2018年11月29日,"
      共和大街真实 精装大两房 入读八一学位未占用 即将拆迁  ",280,2室2厅1卫,57平方米,1990年,南北,普通住宅,低层(共8层),精装修
发布时间：2018年11月08日,"
      岭南新世界 三房带主套 带省级学位 让您小孩赢在起跑线  ",470,3室2厅2卫,98.2平方米,2013年,南北,普通住宅,高层(共11层),精装修
发布时间：2018年12月10日,"
      中海联睿品 6米复式住宅双地铁大盘 近万达 来电送两年管理费  ",199.7,4室2厅2卫,96平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月10日,"
      中海联睿品 真.实房源带省级学位 首付可免息分期 来电专车看  ",176.9,3室2厅2卫,85平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月16日,"
      三元里合益小区 豪装两房 送全屋家私 诚心出售 随时可看  ",145,2室1厅1卫,58平方米,1995年,西,普通住宅,中层(共9层),豪华装修
发布时间：2018年12月19日,"
      骏鸿花园 带省级怡园名校 精装南向三房 小区环境好 业主急卖  ",335,3室2厅1卫,99平方米,2005年,南北,普通住宅,中层(共6层),精装修
发布时间：2018年12月15日,"
      新上房源 盛世名门 13号线 白江站 中层南北对流精装两房  ",185,2室2厅1卫,76平方米,2013年,南北,普通住宅,高层(共22层),精装修
发布时间：2018年12月04日,"
      新收盘 铁一学位小面积首付58万 小区管理 稀有户型 随时看  ",235,1室1厅1卫,41平方米,1998年,南北,普通住宅,中层(共6层),简单装修
发布时间：2018年12月19日,"
      东圃 富力新村小区 实用精装2房厅直出阳台 安静看花园  ",175,2室2厅1卫,60平方米,2004年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月12日,"
      春鸿居 一房一厅小户型 临近3号线白云大道北站 急卖急卖  ",105,1室1厅5卫,45平方米,1998年,东南,普通住宅,中层(共9层),精装修
发布时间：2018年12月09日,"
      瑞宝花园 中层两房 东南方向 地铁物业  位置安静 婚房优选  ",200,2室2厅1卫,65.1平方米,2000年,东南,普通住宅,中层(共9层),精装修
发布时间：2018年11月25日,"
      全景实拍 棠德花苑 精装修两房 近21号线棠东站 业主诚售  ",182,2室1厅1卫,58平方米,1998年,北,普通住宅,中层(共9层),精装修
发布时间：2018年12月20日,"
      敏捷绿湖国际城  刚需小3房 首付40万 月供低接受公积金  ",120,3室2厅1卫,83.8平方米,2018年,北,普通住宅,中层(共32层),精装修
发布时间：2018年12月16日,"
      业主急售（中人宿舍）可议价，学位房，产权清晰，近地铁，配套齐  ",150,3室2厅1卫,90平方米,2005年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月15日,"
      华阳 购书旁精装两房，小区管理，单价低，有钥匙  ",468,3室2厅2卫,80平方米,1998年,南北,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月09日,"
      华荟明苑.电梯中层两房.80方精装. 南北对流 看房方便。  ",265,2室2厅1卫,80平方米,2003年,南北,普通住宅,低层(共11层),精装修
发布时间：2018年11月30日,"
      星河湾三期 东南向方正两房 保养新净  ",360,2室2厅1卫,90平方米,2006年,东南,普通住宅,低层(共9层),豪华装修
发布时间：2018年11月26日,"
      别说未来 就是现在 新华路121号经典户型就在你身 还要错过  ",98,2室2厅1卫,90平方米,1999年,南,普通住宅,高层(共9层),简单装修
发布时间：2018年12月10日,"
      有情就有家 有爱必有她 锦绣花园南区 三代同堂 增送大花园  ",238,3室2厅1卫,108平方米,2000年,东南,普通住宅,低层(共7层),精装修
发布时间：2018年12月03日,"
      东圃 富力新村 准电梯三楼 户型方正实用 总价低 看房有钥匙  ",184,3室2厅1卫,75平方米,2002年,南,普通住宅,中层(共9层),简单装修
发布时间：2018年11月28日,"
      我昨 天亲自看过首付26万入手地铁2房精装修高层南向望江  ",135,2室2厅1卫,64.3平方米,2015年,南,普通住宅,高层(共31层),精装修
发布时间：2018年12月09日,"
      地铁白江口 精装修2房 一手年底交楼 楼下商圈 惠百氏  ",168,2室2厅1卫,75.6平方米,2015年,南,普通住宅,中层(共30层),豪华装修
发布时间：2018年12月07日,"
      岗顶东园小区 准微改小区 正规两房 低楼层 格局方正 笋盘  ",250,2室1厅1卫,65平方米,1995年,北,普通住宅,低层(共8层),简单装修
发布时间：2018年12月04日,"
      VR视频 南洲花苑 低层方正两房 仅售160万 带南武  ",160,2室2厅1卫,62平方米,2000年,东南,普通住宅,中层(共9层),精装修
发布时间：2018年12月15日,"
      保利中航城花园 精装修复式 地铁4站天河 内部特价  ",174,3室2厅2卫,94.3平方米,2018年,南,普通住宅,高层(共13层),精装修
发布时间：2018年11月01日,"
      花都万达城小高层南北对流 中间位置 单价25000带华师附小  ",345,4室2厅2卫,138.6平方米,2018年,南北,普通住宅,高层(共11层),豪华装修
发布时间：2018年12月01日,"
      720度全景视频看房 吉祥北园刚需南北对流2房 30万首付  ",165,2室1厅1卫,71平方米,1995年,南北,普通住宅,中层(共6层),精装修
发布时间：2018年12月06日,"
      不能常常远行访亲 幸而能在同院里拥抱亲情 云溪四季至 臻之选  ",142,3室2厅1卫,81.2平方米,2018年,南,普通住宅,高层(共32层),精装修
发布时间：2018年12月18日,"
      绿湖国际城 送管理费 单合同精装房 地铁口学位房 送产权车位  ",115,3室2厅1卫,85平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月18日,"
      （业主诚售）丽江花园九如通津 温馨三房 东北向电梯高层  ",320,3室2厅2卫,99.6平方米,2004年,东北,普通住宅,高层(共11层),精装修
发布时间：2018年11月23日,"
      集贤苑 电梯三房 南北对流 超好格局 实用率高  ",310,3室2厅1卫,95平方米,1999年,南北,普通住宅,高层(共11层),简单装修
发布时间：2018年11月23日,"
      新塘现代城假日花园 精装正规两房 楼下是市政公园和白江地铁口  ",180,2室2厅1卫,75.2平方米,2013年,东北,普通住宅,低层(共18层),豪华装修
发布时间：2018年12月16日,"
      锦绣半岛金月湾带入户花园 南向小三房 阳台视野无遮挡 可望江  ",299,3室2厅1卫,95平方米,2014年,南,普通住宅,高层(共18层),精装修
发布时间：2018年12月08日,"
      （新塘新世界花园）不限购，单合同，低首付，省级学位房，地铁口  ",150,3室2厅1卫,87.1平方米,2012年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月12日,"
      怡园小区 两房两厅 南向单位 中间楼层 业主自主 看房电约  ",255,2室2厅1卫,75平方米,1999年,南,普通住宅,高层(共8层),精装修
发布时间：2018年12月15日,"
      东圃广场 精装东南向一房一厅 房出大阳台 环境优美 带学位  ",188,1室1厅1卫,45平方米,2002年,东南,普通住宅,中层(共11层),精装修
发布时间：2018年12月06日,"
      东苑小区 中楼层两房 户型方正实用 带省级怡园名校 近地铁  ",240,2室2厅2卫,70平方米,1999年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年12月08日,"
      新出房源 洛涛居南区 88方带带花园40方卖278万有学位  ",278,3室2厅1卫,88平方米,2000年,西南,普通住宅,低层(共6层),精装修
发布时间：2018年12月17日,"
      时尚明苑 国际金融城版块 4号线车陂站 本人保管钥匙  ",400,3室2厅1卫,84.6平方米,2006年,南,普通住宅,中层(共11层),精装修
发布时间：2018年12月18日,"
      带50方私家花园 侨诚花园大两房 户型非常靓 实用率超高  ",225,2室2厅1卫,60平方米,2000年,北,普通住宅,低层(共9层),简单装修
发布时间：2018年12月07日,"
      乐意居小区三期正南向两房 采光通风无敌好 价格仅238万  ",238,2室1厅1卫,68平方米,2000年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月13日,"
      车陂 金融城江源半岛 新收两房 业主诚意出售 看房方便  ",370,2室2厅1卫,69.2平方米,2012年,北,普通住宅,高层(共11层),精装修
发布时间：2018年11月09日,"
      富士康科技小镇 单合同不限购压力低 21号线朱村站3站到天河  ",174,3室2厅2卫,89平方米,2018年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月13日,"
      东陵广场 万达旁成熟商圈 地铁口精装3房出售  ",210,3室2厅2卫,98.2平方米,2012年,北,普通住宅,高层(共31层),精装修
发布时间：2018年11月26日,"
      万科山景城 复式四房带主套 本周有5套内转单位 价格笋  ",280,4室2厅2卫,83.7平方米,2018年,东南,别墅,共5层,精装修
发布时间：2018年12月06日,"
      新塘白江地铁口 一房一厅 面积37方 首付12万买地铁口一房  ",88,1室1厅1卫,36.7平方米,2012年,南,普通住宅,中层(共22层),精装修
发布时间：2018年12月15日,"
      新塘白江 金泽惠百氏 双地铁 配套成熟 来电随时看房  ",220,3室2厅2卫,121.2平方米,2016年,南,普通住宅,高层(共28层),精装修
发布时间：2018年11月25日,"
      温馨转售 拎包即住 天河广场小区 南向三房 电梯高层 税费少  ",285,3室2厅1卫,89平方米,2004年,南北,普通住宅,中层(共28层),精装修
发布时间：2018年11月24日,"
      海意名苑 细单位一房一厅 租金可租1800 方便看房  ",93.1,1室1厅1卫,28平方米,2000年,南,普通住宅,高层(共10层),简单装修
发布时间：2018年12月18日,"
      （农业干部学院宿舍）学位房，产权清晰，可议价，近地铁，配套齐  ",150,2室2厅1卫,62平方米,2012年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月05日,"
      富昌花园 豪装实用两房 南向 总价120万 带学位有钥匙  ",120,3室2厅1卫,47平方米,1999年,东,普通住宅,低层(共6层),精装修
发布时间：2018年12月19日,"
      培正本部旁 三房两厅 南北向大阳台 采光视野无遮挡  ",540,3室1厅1卫,80平方米,1998年,南北,普通住宅,中层(共7层),精装修
发布时间：2018年12月02日,"
      城市家园 笋盘来袭 地段成熟 交通方便 近地铁 首付低  ",100,2室1厅1卫,58.4平方米,2008年,北,普通住宅,低层(共28层),简单装修
发布时间：2018年12月08日,"
      东景华庭 首付20万 楼下地铁口 全新精致装修卖个毛坯价  ",180,2室2厅1卫,83.1平方米,2015年,西南,普通住宅,高层(共11层),精装修
发布时间：2018年12月14日,"
      亚运源筑 复式四房 亚运城商圈 近地.铁 无需社保 欢迎看房  ",50,2室2厅1卫,55平方米,2018年,南,普通住宅,中层(共11层),精装修
发布时间：2018年12月08日,"
      （国土资源厅宿舍）配套成熟，近地铁，产权清晰，无抵押，急售  ",120,2室2厅1卫,66平方米,2005年,南,普通住宅,中层(共9层),精装修
发布时间：2018年11月23日,"
      新房推送 祥景花园 实用两房 急售 业主已看中大房 急需资金  ",145,2室2厅1卫,50平方米,1999年,南,普通住宅,高层(共9层),精装修
发布时间：2018年11月29日,"
      海龙湾 电梯高层东南向两房 新净装修保养好  ",255,2室2厅1卫,83平方米,2005年,东南,普通住宅,中层(共11层),精装修
发布时间：2018年11月29日,"
      北京路步行街旁 低层复式3房2厅 精装修 格局方正 明亮通透  ",248,3室2厅1卫,55平方米,1998年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月01日,"
      豪进山湖珺璟 双阳台南北对流 装修保养好业主实在  ",300,3室2厅2卫,122.7平方米,2015年,南北,普通住宅,低层(共32层),豪华装修
发布时间：2018年11月24日,"
      东晓南 侨诚花园 低层2房 间隔方正 配套完善 生活便利  ",180,2室2厅1卫,56平方米,1999年,东,普通住宅,中层(共9层),精装修
发布时间：2018年12月19日,"
      荔香花园 正规两房 近地铁 带学位 方便看房 框架结构  ",208,2室2厅1卫,75平方米,1999年,南,普通住宅,高层(共9层),精装修
发布时间：2018年12月13日,"
      业主急钱用 免装修 两房 中间楼层 南向 祈福新邨绿怡居  ",166,2室2厅1卫,55平方米,1999年,南,普通住宅,高层(共6层),精装修
发布时间：2018年12月14日,"
      真实在售海力花园电梯中层89方实用三房 保养新有钥匙随时看  ",165,3室2厅1卫,88平方米,2012年,南北,普通住宅,中层(共11层),精装修
发布时间：2018年12月18日,"
      首付20万入住嘉骏豪苑精装2房送靓家私电业主自住保养好  ",95,2室1厅1卫,58.3平方米,2015年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月17日,"
      （新收 三房朝南）顺欣广场 新塘TOD的核心位置 出则繁华！  ",190,4室2厅2卫,122平方米,2013年,南,普通住宅,中层(共30层),精装修
